*Soil Inorganic Nitrogen daily output file

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         NOV 06, 2014; 23:59:41
                                                                                
*RUN   1        : 97 DATE1 CHINESE          CRGRO045 GHNY9701    1              
 MODEL          : CRGRO045 - Peanut                                             
 EXPERIMENT     : GHNY9701 PN 1997 VARIETY X PLANTING DATE EXPERIMENT           
 DATA PATH      :                                                               
 TREATMENT  1   : 97 DATE1 CHINESE          CRGRO045                            
  
!                                                            NO3 (ppm) by soil depth (cm):                   NH4 (ppm) by soil depth (cm):
!                                                            0-5    5-15   15-30   30-45   45-60   60-90     0-5    5-15   15-30   30-45   45-60   60-90
@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD   NITD   NHTD    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM
 1997 260    56     0     0     2.2   10.0    6.6    3.4    0.19    0.31    0.44    0.54    0.55    0.54    0.02    0.10    0.27    0.25    0.24    0.33   13.58   10.33    0.00    0.00    0.00   13.58    1.70
 1997 261    57     0     0     2.3   10.0    6.6    3.4    0.13    0.26    0.42    0.54    0.56    0.56    0.04    0.11    0.27    0.25    0.24    0.33   13.85   10.55    0.00    0.00    0.00   13.85    1.82
 1997 262    58     0     0     2.7    9.7    6.2    3.5    0.16    0.26    0.39    0.48    0.52    0.55    0.04    0.12    0.28    0.25    0.24    0.33   14.10   10.74    0.00    0.00    0.00   14.10    1.92
 1997 263    59     0     0     2.8    9.9    6.4    3.5    0.23    0.29    0.40    0.49    0.51    0.56    0.02    0.11    0.28    0.25    0.24    0.34   14.36   11.00    0.00    0.00    0.00   14.36    1.99
 1997 264    60     0     0     2.8   10.1    6.6    3.5    0.27    0.33    0.43    0.51    0.53    0.56    0.03    0.11    0.28    0.25    0.24    0.34   14.61   11.25    0.00    0.00    0.00   14.61    2.01
 1997 265    61     0     0     2.8   10.2    6.7    3.5    0.17    0.29    0.45    0.54    0.55    0.57    0.02    0.11    0.27    0.25    0.24    0.34   14.87   11.52    0.00    0.00    0.00   14.87    2.14
 1997 266    62     0     0     3.0   10.1    6.6    3.5    0.20    0.30    0.44    0.50    0.53    0.57    0.04    0.11    0.28    0.25    0.24    0.34   15.13   11.74    0.00    0.00    0.00   15.13    2.28
 1997 267    63     0     0     3.1   10.2    6.7    3.5    0.21    0.32    0.46    0.52    0.53    0.57    0.03    0.11    0.28    0.25    0.24    0.35   15.40   11.99    0.00    0.00    0.00   15.40    2.36
 1997 268    64     0     0     3.1   10.3    6.8    3.5    0.25    0.35    0.48    0.51    0.52    0.58    0.04    0.11    0.28    0.25    0.24    0.35   15.67   12.26    0.00    0.00    0.00   15.67    2.52
 1997 269    65     0     0     3.1   10.5    7.0    3.5    0.30    0.39    0.51    0.53    0.52    0.58    0.03    0.11    0.27    0.25    0.24    0.35   15.94   12.54    0.00    0.00    0.00   15.94    2.60
 1997 270    66     0     0     3.6   10.1    6.6    3.5    0.13    0.21    0.37    0.49    0.55    0.64    0.02    0.10    0.27    0.25    0.24    0.35   16.20   12.81    0.00    0.00    0.00   16.20    2.76
 1997 271    67     0     0     4.2    9.7    6.1    3.6    0.16    0.22    0.35    0.45    0.49    0.59    0.04    0.11    0.28    0.25    0.25    0.36   16.46   12.99    0.00    0.00    0.00   16.46    2.81
 1997 272    68     0     0     4.3    9.9    6.3    3.6    0.20    0.26    0.38    0.46    0.49    0.59    0.02    0.11    0.28    0.26    0.25    0.36   16.74   13.28    0.00    0.00    0.00   16.74    2.84
 1997 273    69     0     0     4.3   10.1    6.5    3.6    0.24    0.30    0.41    0.48    0.51    0.58    0.04    0.10    0.27    0.25    0.25    0.36   17.02   13.56    0.00    0.00    0.00   17.02    2.86
 1997 274    70     0     0     4.3   10.3    6.7    3.6    0.31    0.34    0.43    0.51    0.51    0.58    0.02    0.10    0.27    0.25    0.24    0.36   17.31   13.88    0.00    0.00    0.00   17.31    2.95
 1997 275    71     0     0     4.3   10.5    7.0    3.5    0.18    0.34    0.49    0.56    0.54    0.59    0.03    0.10    0.26    0.24    0.24    0.36   17.60   14.19    0.00    0.00    0.00   17.60    2.98
 1997 276    72     0     0     4.4   10.5    7.0    3.6    0.22    0.34    0.50    0.54    0.54    0.59    0.04    0.10    0.27    0.24    0.24    0.37   17.89   14.47    0.00    0.00    0.00   17.89    3.19
 1997 277    73     0     0     4.4   10.6    7.1    3.5    0.29    0.38    0.53    0.52    0.53    0.60    0.02    0.10    0.26    0.24    0.24    0.37   18.18   14.78    0.00    0.00    0.00   18.18    3.39
 1997 278    74     0     0     4.6   10.3    6.8    3.5    0.12    0.25    0.40    0.53    0.58    0.63    0.03    0.10    0.26    0.24    0.24    0.37   18.46   15.05    0.00    0.00    0.00   18.46    3.76
 1997 279    75     0     0     5.0   10.2    6.5    3.6    0.09    0.22    0.37    0.49    0.55    0.64    0.04    0.11    0.27    0.24    0.24    0.37   18.73   15.24    0.00    0.00    0.00   18.73    3.89
 1997 280    76     0     0     5.5    9.8    6.1    3.7    0.13    0.23    0.35    0.45    0.49    0.60    0.04    0.12    0.28    0.25    0.25    0.37   19.00   15.45    0.00    0.00    0.00   19.00    3.96
 1997 281    77     0     0     5.5   10.0    6.3    3.7    0.19    0.27    0.37    0.46    0.50    0.60    0.02    0.11    0.28    0.25    0.25    0.38   19.27   15.72    0.00    0.00    0.00   19.27    3.99
 1997 282    78     0     0     5.5   10.2    6.6    3.7    0.22    0.31    0.40    0.48    0.52    0.60    0.04    0.11    0.28    0.25    0.25    0.38   19.54   15.98    0.00    0.00    0.00   19.54    4.02
 1997 283    79     0     0     5.5   10.4    6.7    3.7    0.28    0.35    0.43    0.50    0.51    0.60    0.02    0.11    0.28    0.25    0.25    0.38   19.82   16.27    0.00    0.00    0.00   19.82    4.13
 1997 284    80     0     0     5.5   10.7    7.0    3.7    0.33    0.38    0.46    0.52    0.53    0.60    0.03    0.10    0.27    0.25    0.24    0.38   20.10   16.56    0.00    0.00    0.00   20.10    4.17
 1997 285    81     0     0     5.5   10.7    7.1    3.7    0.40    0.42    0.48    0.51    0.52    0.60    0.02    0.10    0.27    0.25    0.24    0.38   20.37   16.85    0.00    0.00    0.00   20.37    4.36
 1997 286    82     0     0     5.5   10.9    7.3    3.6    0.44    0.45    0.51    0.53    0.51    0.60    0.02    0.10    0.27    0.24    0.24    0.38   20.65   17.15    0.00    0.00    0.00   20.65    4.46
 1997 287    83     0     0     5.5   10.9    7.3    3.6    0.48    0.49    0.49    0.52    0.51    0.60    0.02    0.09    0.26    0.24    0.24    0.39   20.92   17.45    0.00    0.00    0.00   20.92    4.76
 1997 288    84     0     0     5.5   11.0    7.4    3.6    0.23    0.58    0.57    0.51    0.51    0.61    0.02    0.09    0.26    0.24    0.24    0.39   21.19   17.74    0.00    0.00    0.00   21.19    4.93
 1997 289    85     0     0     5.5   10.9    7.2    3.6    0.24    0.43    0.54    0.53    0.53    0.61    0.04    0.09    0.26    0.24    0.24    0.39   21.48   18.01    0.00    0.00    0.00   21.48    5.35
 1997 290    86     0     0     5.5   10.9    7.3    3.6    0.32    0.46    0.51    0.53    0.53    0.61    0.02    0.10    0.26    0.24    0.24    0.39   21.77   18.31    0.00    0.00    0.00   21.77    5.63
 1997 291    87     0     0     5.5   11.0    7.4    3.6    0.16    0.41    0.62    0.54    0.53    0.61    0.03    0.10    0.25    0.23    0.24    0.39   22.04   18.59    0.00    0.00    0.00   22.04    5.77
 1997 292    88     0     0     5.5   10.9    7.3    3.6    0.19    0.40    0.51    0.58    0.53    0.61    0.04    0.11    0.25    0.23    0.23    0.39   22.33   18.86    0.00    0.00    0.00   22.33    6.19
 1997 293    89     0     0     5.5   10.8    7.1    3.6    0.24    0.43    0.45    0.56    0.53    0.62    0.03    0.11    0.25    0.23    0.23    0.39   22.62   19.15    0.00    0.00    0.00   22.62    6.59
 1997 294    90     0     0     5.5   10.9    7.3    3.6    0.30    0.46    0.48    0.54    0.53    0.62    0.02    0.11    0.25    0.23    0.23    0.39   22.90   19.44    0.00    0.00    0.00   22.90    6.76
 1997 295    91     0     0     5.5   11.0    7.4    3.6    0.34    0.50    0.50    0.52    0.54    0.62    0.03    0.10    0.25    0.23    0.23    0.39   23.18   19.72    0.00    0.00    0.00   23.18    6.92
 1997 296    92     0     0     5.5   11.1    7.5    3.6    0.38    0.54    0.53    0.51    0.54    0.62    0.02    0.10    0.25    0.23    0.23    0.40   23.46   20.01    0.00    0.00    0.00   23.46    7.07
 1997 297    93     0     0     5.5   11.0    7.4    3.6    0.29    0.53    0.50    0.50    0.55    0.63    0.02    0.10    0.25    0.23    0.23    0.40   23.73   20.29    0.00    0.00    0.00   23.73    7.49
 1997 298    94     0     0     5.5   11.0    7.4    3.6    0.31    0.43    0.52    0.53    0.56    0.63    0.04    0.10    0.25    0.23    0.22    0.40   24.01   20.57    0.00    0.00    0.00   24.01    7.75
 1997 299    95     0     0     5.5   11.0    7.5    3.6    0.30    0.48    0.52    0.52    0.56    0.63    0.02    0.10    0.25    0.23    0.22    0.40   24.29   20.88    0.00    0.00    0.00   24.29    7.98
 1997 300    96     0     0     5.5   11.1    7.5    3.5    0.33    0.52    0.50    0.52    0.57    0.63    0.04    0.10    0.25    0.22    0.22    0.40   24.57   21.16    0.00    0.00    0.00   24.57    8.22
 1997 301    97     0     0     5.5   11.1    7.6    3.5    0.36    0.44    0.53    0.52    0.58    0.64    0.02    0.10    0.24    0.22    0.21    0.40   24.85   21.48    0.00    0.00    0.00   24.85    8.51
 1997 302    98     0     0     5.5   11.1    7.7    3.5    0.39    0.48    0.52    0.53    0.59    0.64    0.04    0.10    0.24    0.21    0.21    0.40   25.11   21.76    0.00    0.00    0.00   25.11    8.70
 1997 303    99     0     0     5.5   11.2    7.8    3.4    0.48    0.52    0.51    0.53    0.60    0.64    0.02    0.10    0.23    0.21    0.20    0.40   25.37   22.07    0.00    0.00    0.00   25.37    8.86
 1997 304   100     0     0     5.5   11.3    7.9    3.4    0.51    0.46    0.54    0.54    0.61    0.65    0.03    0.09    0.23    0.21    0.20    0.40   25.62   22.35    0.00    0.00    0.00   25.62    9.07
 1997 305   101     0     0     5.5   11.3    8.0    3.4    0.50    0.50    0.54    0.55    0.62    0.65    0.02    0.09    0.22    0.20    0.20    0.40   25.86   22.63    0.00    0.00    0.00   25.86    9.24
 1997 306   102     0     0     5.5   11.5    8.1    3.3    0.54    0.53    0.54    0.56    0.62    0.66    0.02    0.09    0.21    0.20    0.19    0.40   26.08   22.89    0.00    0.00    0.00   26.08    9.36
 1997 307   103     0     0     5.5   11.5    8.2    3.3    0.55    0.51    0.55    0.57    0.63    0.66    0.01    0.08    0.21    0.19    0.19    0.40   26.29   23.14    0.00    0.00    0.00   26.29    9.54
 1997 308   104     0     0     5.5   11.5    8.3    3.2    0.58    0.51    0.56    0.58    0.64    0.67    0.01    0.08    0.20    0.19    0.19    0.40   26.49   23.38    0.00    0.00    0.00   26.49    9.67
 1997 309   105     0     0     5.5   11.6    8.4    3.2    0.60    0.52    0.58    0.59    0.65    0.67    0.01    0.07    0.19    0.18    0.18    0.40   26.67   23.59    0.00    0.00    0.00   26.67    9.76
 1997 310   106     0     0     5.5   11.7    8.6    3.2    0.63    0.53    0.59    0.60    0.66    0.68    0.01    0.07    0.19    0.18    0.18    0.40   26.83   23.80    0.00    0.00    0.00   26.83    9.83
 1997 311   107     0     0     5.5   11.9    8.8    3.1    0.65    0.54    0.60    0.61    0.68    0.69    0.01    0.06    0.18    0.17    0.18    0.40   27.00   24.00    0.00    0.00    0.00   27.00    9.83
 1997 312   108     0     0     5.5   12.1    9.0    3.1    0.67    0.56    0.62    0.63    0.69    0.70    0.01    0.06    0.18    0.17    0.17    0.41   27.16   24.20    0.00    0.00    0.00   27.16    9.83
 1997 313   109     0     0     5.5   12.2    9.2    3.1    0.70    0.57    0.63    0.65    0.71    0.71    0.01    0.06    0.18    0.16    0.17    0.41   27.33   24.40    0.00    0.00    0.00   27.33    9.83
 1997 314   110     0     0     5.5   12.4    9.3    3.0    0.72    0.58    0.65    0.66    0.73    0.72    0.01    0.06    0.17    0.16    0.17    0.40   27.50   24.59    0.00    0.00    0.00   27.50    9.83
 1997 315   111     0     0     5.5   12.6    9.5    3.0    0.74    0.59    0.66    0.68    0.74    0.73    0.01    0.06    0.17    0.15    0.17    0.40   27.66   24.78    0.00    0.00    0.00   27.66    9.83
 1997 316   112     0     0     5.5   12.7    9.7    3.0    0.76    0.60    0.67    0.70    0.76    0.74    0.01    0.05    0.17    0.15    0.16    0.40   27.82   24.97    0.00    0.00    0.00   27.82    9.83
 1997 317   113     0     0     5.5   12.9    9.9    3.0    0.78    0.61    0.68    0.71    0.77    0.76    0.01    0.05    0.16    0.14    0.16    0.40   27.98   25.15    0.00    0.00    0.00   27.98    9.83
 1997 318   114     0     0     5.5   13.0   10.1    2.9    0.80    0.62    0.70    0.73    0.79    0.77    0.01    0.05    0.16    0.14    0.16    0.40   28.14   25.33    0.00    0.00    0.00   28.14    9.83
 1997 319   115     0     0     5.5   13.2   10.3    2.9    0.82    0.63    0.71    0.74    0.80    0.78    0.01    0.05    0.16    0.14    0.16    0.40   28.29   25.51    0.00    0.00    0.00   28.29    9.83
 1997 320   116     0     0     5.5   13.3   10.4    2.9    0.84    0.64    0.72    0.76    0.82    0.79    0.01    0.05    0.16    0.14    0.15    0.40   28.45   25.68    0.00    0.00    0.00   28.45    9.83
 1997 321   117     0     0     5.5   13.5   10.6    2.9    0.85    0.65    0.73    0.77    0.83    0.80    0.01    0.05    0.16    0.13    0.15    0.40   28.60   25.85    0.00    0.00    0.00   28.60    9.83
 1997 322   118     0     0     5.5   13.6   10.8    2.9    0.87    0.66    0.74    0.78    0.85    0.81    0.01    0.05    0.16    0.13    0.15    0.40   28.75   26.01    0.00    0.00    0.00   28.75    9.83
 1997 323   119     0     0     5.5   13.8   10.9    2.9    0.89    0.67    0.75    0.80    0.86    0.82    0.01    0.05    0.15    0.13    0.15    0.40   28.90   26.18    0.00    0.00    0.00   28.90    9.83
 1997 324   120     0     0     5.5   13.9   11.1    2.8    0.91    0.68    0.76    0.81    0.88    0.83    0.01    0.05    0.15    0.13    0.15    0.40   29.05   26.34    0.00    0.00    0.00   29.05    9.83
