*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:34
                                                                                
*RUN   1        : 97 DATE1 CHINESE          CRGRO045 GHNY9701    1              
 MODEL          : CRGRO045 - Peanut                                             
 EXPERIMENT     : GHNY9701 PN 1997 VARIETY X PLANTING DATE EXPERIMENT           
 DATA PATH      :                                                               
 TREATMENT  1   : 97 DATE1 CHINESE          CRGRO045                            
  
@YEAR DOY   DAS   DAP    CNAD    GNAD    VNAD    GN%D    VN%D     NFXC    NUPC    LNAD    SNAD    LN%D    SN%D    SHND   RN%D   NFXD   SNN0C   SNN1C
 1997 259    56    54    51.1     1.4    45.6    4.44    3.11     57.0     1.8    29.9    15.7    4.48    1.96     2.6    1.8    3.2    0.82    0.61
 1997 260    57    55    54.2     1.8    47.8    4.44    3.09     60.2     1.9    31.2    16.5    4.47    1.95     2.6    1.8    3.2    0.88    0.65
 1997 261    58    56    55.6     2.3    48.2    4.39    3.05     61.7     2.0    31.5    16.7    4.42    1.93     2.6    1.8    1.5    0.94    0.68
 1997 262    59    57    58.4     2.8    49.9    4.39    3.03     64.6     2.0    32.4    17.4    4.41    1.91     2.6    1.8    2.9    1.01    0.72
 1997 263    60    58    60.9     3.4    51.2    4.42    3.00     67.2     2.1    33.2    18.0    4.39    1.90     2.6    1.7    2.6    1.08    0.76
 1997 264    61    59    64.0     4.1    53.0    4.46    2.98     70.5     2.2    34.2    18.8    4.37    1.89     2.6    1.7    3.2    1.14    0.80
 1997 265    62    60    67.1     4.9    54.6    4.49    2.96     73.6     2.3    35.1    19.5    4.35    1.88     2.5    1.7    3.1    1.22    0.84
 1997 266    63    61    68.1     5.7    54.2    4.44    2.92     74.6     2.4    34.8    19.3    4.31    1.85     2.5    1.7    1.0    1.30    0.88
 1997 267    64    62    71.2     6.7    55.6    4.45    2.90     77.7     2.5    35.6    20.0    4.30    1.84     2.5    1.7    3.1    1.38    0.92
 1997 268    65    63    72.5     7.8    55.2    4.42    2.87     79.0     2.7    35.3    19.9    4.26    1.81     2.5    1.7    1.2    1.46    0.96
 1997 269    66    64    75.2     8.9    56.1    4.44    2.85     81.7     2.7    35.8    20.3    4.24    1.80     2.5    1.7    2.7    1.54    1.00
 1997 270    67    65    78.3    10.2    57.4    4.47    2.83     85.1     2.8    36.5    20.9    4.22    1.80     2.5    1.6    3.3    1.63    1.04
 1997 271    68    66    81.5    11.6    58.6    4.46    2.82     88.4     2.8    37.1    21.5    4.21    1.79     2.4    1.6    3.3    1.72    1.07
 1997 272    69    67    84.6    13.1    59.6    4.49    2.80     91.6     2.8    37.6    22.0    4.20    1.78     2.4    1.6    3.2    1.82    1.12
 1997 273    70    68    87.4    14.7    60.2    4.50    2.78     94.5     2.9    37.8    22.4    4.18    1.77     2.4    1.6    2.9    1.91    1.16
 1997 274    71    69    90.3    16.5    60.8    4.52    2.75     97.4     3.0    38.1    22.7    4.15    1.76     2.4    1.6    2.9    2.01    1.20
 1997 275    72    70    93.4    18.3    61.6    4.54    2.73    100.5     3.2    38.5    23.1    4.13    1.75     2.3    1.6    3.1    2.12    1.24
 1997 276    73    71    95.6    20.3    61.4    4.50    2.70    102.6     3.3    38.3    23.1    4.10    1.73     2.3    1.6    2.1    2.22    1.28
 1997 277    74    72    98.1    22.3    61.3    4.48    2.67    105.0     3.6    38.2    23.2    4.07    1.71     2.3    1.6    2.3    2.32    1.32
 1997 278    75    73    99.1    25.0    60.0    4.58    2.61    105.9     3.7    37.4    22.6    3.99    1.65     2.3    1.5    0.9    2.42    1.35
 1997 279    76    74   101.9    27.3    60.0    4.57    2.58    108.7     3.8    37.3    22.7    3.97    1.64     2.2    1.5    2.8    2.52    1.39
 1997 280    77    75   104.5    29.8    59.9    4.55    2.55    111.3     3.8    37.1    22.8    3.93    1.62     2.2    1.5    2.6    2.62    1.42
 1997 281    78    76   105.3    32.5    58.5    4.62    2.49    112.1     3.9    36.3    22.2    3.86    1.57     2.1    1.5    0.8    2.73    1.46
 1997 282    79    77   107.7    35.5    57.8    4.67    2.45    114.4     3.9    35.9    22.0    3.81    1.54     2.1    1.4    2.4    2.83    1.50
 1997 283    80    78   110.1    38.6    57.2    4.71    2.40    116.8     4.1    35.4    21.8    3.75    1.51     2.1    1.4    2.3    2.93    1.54
 1997 284    81    79   112.7    41.8    56.6    4.75    2.36    119.3     4.1    35.0    21.6    3.70    1.49     2.0    1.4    2.5    3.02    1.57
 1997 285    82    80   115.0    45.1    55.9    4.78    2.32    121.6     4.3    34.6    21.4    3.66    1.46     2.0    1.3    2.3    3.10    1.61
 1997 286    83    81   117.6    48.1    55.7    4.77    2.30    124.0     4.5    34.3    21.4    3.62    1.44     1.9    1.3    2.4    3.18    1.64
 1997 287    84    82   119.3    51.4    54.6    4.82    2.24    125.6     4.6    33.6    20.9    3.56    1.40     1.9    1.3    1.6    3.26    1.68
 1997 288    85    83   121.7    55.4    53.3    4.87    2.17    127.7     5.0    32.9    20.4    3.48    1.35     1.8    1.3    2.1    3.34    1.71
 1997 289    86    84   124.3    58.8    52.8    4.88    2.14    130.1     5.2    32.5    20.2    3.44    1.33     1.8    1.2    2.5    3.41    1.74
 1997 290    87    85   125.9    61.9    51.7    4.91    2.09    131.4     5.5    31.9    19.8    3.38    1.29     1.8    1.2    1.3    3.47    1.77
 1997 291    88    86   127.6    64.8    50.7    4.94    2.04    132.8     5.7    31.3    19.4    3.33    1.26     1.7    1.2    1.4    3.53    1.80
 1997 292    89    87   129.3    67.9    49.7    4.97    1.99    134.2     6.0    30.7    19.0    3.26    1.22     1.7    1.2    1.4    3.60    1.82
 1997 293    90    88   131.0    71.0    48.7    4.99    1.94    135.7     6.3    30.1    18.6    3.21    1.19     1.6    1.2    1.4    3.65    1.85
 1997 294    91    89   132.6    73.8    47.8    5.01    1.91    137.2     6.4    29.6    18.3    3.16    1.16     1.6    1.1    1.6    3.71    1.88
 1997 295    92    90   135.1    76.8    47.4    5.02    1.89    139.5     6.6    29.3    18.2    3.13    1.15     1.6    1.1    2.3    3.79    1.91
 1997 296    93    91   137.6    79.7    47.2    5.02    1.87    141.9     6.8    29.0    18.1    3.10    1.14     1.5    1.1    2.4    3.86    1.93
 1997 297    94    92   140.0    82.5    46.9    5.02    1.85    144.1     7.1    28.8    18.1    3.08    1.13     1.5    1.1    2.2    3.93    1.96
 1997 298    95    93   142.5    85.6    46.4    5.04    1.82    146.4     7.3    28.5    17.9    3.04    1.11     1.5    1.1    2.3    3.99    1.98
 1997 299    96    94   145.0    88.3    46.2    5.05    1.81    148.8     7.4    28.3    17.9    3.02    1.11     1.5    1.1    2.4    4.03    2.01
 1997 300    97    95   147.3    90.9    46.0    5.04    1.79    150.9     7.7    28.1    17.9    3.00    1.10     1.5    1.1    2.1    4.09    2.03
 1997 301    98    96   149.7    93.4    45.9    5.05    1.78    153.2     7.8    28.0    18.0    2.98    1.10     1.5    1.1    2.3    4.15    2.06
 1997 302    99    97   152.1    95.9    45.9    5.05    1.77    155.4     8.0    27.8    18.1    2.96    1.09     1.4    1.0    2.2    4.19    2.08
 1997 303   100    98   154.4    98.2    45.9    5.05    1.76    157.6     8.1    27.7    18.2    2.95    1.09     1.4    1.0    2.2    4.23    2.10
 1997 304   101    99   156.4   100.2    46.0    5.04    1.76    159.5     8.3    27.7    18.4    2.94    1.10     1.4    1.0    1.8    4.26    2.13
 1997 305   102   100   156.5   101.1    45.4    5.00    1.69    159.5     8.5    27.3    18.1    2.87    1.05     1.4    1.0    0.0    4.30    2.15

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:35
                                                                                
*RUN   6        : 97 DATE3 F-MIX            CRGRO045 GHNY9701    6              
 MODEL          : CRGRO045 - Peanut                                             
 EXPERIMENT     : GHNY9701 PN 1997 VARIETY X PLANTING DATE EXPERIMENT           
 DATA PATH      :                                                               
 TREATMENT  6   : 97 DATE3 F-MIX            CRGRO045                            
  
@YEAR DOY   DAS   DAP    CNAD    GNAD    VNAD    GN%D    VN%D     NFXC    NUPC    LNAD    SNAD    LN%D    SN%D    SHND   RN%D   NFXD   SNN0C   SNN1C
 1997 205     2     0     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 1997 206     3     1     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 1997 207     4     2     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 1997 208     5     3     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 1997 209     6     4     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 1997 210     7     5     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 1997 211     8     6     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 1997 212     9     7     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 1997 213    10     8     0.6     0.0     0.6    0.00    4.84      0.1     0.0     0.6     0.1    5.36    2.56     0.0    2.3    0.0    0.00    0.01
 1997 214    11     9     0.7     0.0     0.7    0.00    4.80      0.1     0.0     0.6     0.1    5.31    2.53     0.0    2.2    0.0    0.00    0.01
 1997 215    12    10     0.8     0.0     0.8    0.00    4.77      0.2     0.0     0.7     0.1    5.29    2.51     0.0    2.2    0.0    0.00    0.01
 1997 216    13    11     0.9     0.0     0.9    0.00    4.77      0.2     0.0     0.8     0.1    5.26    2.48     0.0    2.2    0.1    0.00    0.01
 1997 217    14    12     1.0     0.0     1.0    0.00    4.71      0.3     0.0     0.9     0.1    5.17    2.44     0.0    2.1    0.1    0.00    0.02
 1997 218    15    13     1.1     0.0     1.1    0.00    4.71      0.4     0.0     1.0     0.1    5.16    2.42     0.0    2.1    0.1    0.00    0.02
 1997 219    16    14     1.2     0.0     1.2    0.00    4.55      0.5     0.0     1.1     0.1    5.03    2.33     0.0    2.1    0.1    0.01    0.02
 1997 220    17    15     1.3     0.0     1.3    0.00    4.34      0.6     0.0     1.2     0.1    4.88    2.17     0.0    2.0    0.1    0.01    0.02
 1997 221    18    16     1.4     0.0     1.4    0.00    4.20      0.8     0.0     1.2     0.2    4.79    2.13     0.0    1.9    0.1    0.01    0.03
 1997 222    19    17     1.5     0.0     1.5    0.00    4.03      1.0     0.0     1.3     0.2    4.70    2.02     0.0    1.9    0.2    0.01    0.03
 1997 223    20    18     1.7     0.0     1.7    0.00    3.90      1.2     0.0     1.4     0.3    4.65    2.03     0.0    1.8    0.2    0.01    0.04
 1997 224    21    19     1.9     0.0     1.9    0.00    3.85      1.5     0.0     1.5     0.3    4.67    2.13     0.0    1.9    0.2    0.02    0.04
 1997 225    22    20     2.1     0.0     2.1    0.00    3.78      1.7     0.0     1.7     0.4    4.60    2.10     0.0    1.8    0.2    0.02    0.05
 1997 226    23    21     2.3     0.0     2.3    0.00    3.74      2.1     0.0     1.9     0.4    4.58    2.10     0.0    1.8    0.3    0.02    0.05
 1997 227    24    22     2.6     0.0     2.6    0.00    3.76      2.4     0.0     2.1     0.5    4.62    2.13     0.0    1.8    0.3    0.02    0.06
 1997 228    25    23     2.9     0.0     2.9    0.00    3.67      2.8     0.0     2.3     0.6    4.54    2.09     0.0    1.8    0.3    0.03    0.06
 1997 229    26    24     3.3     0.0     3.3    0.00    3.69      3.2     0.0     2.6     0.7    4.58    2.12     0.0    1.8    0.4    0.03    0.07
 1997 230    27    25     3.7     0.0     3.7    0.00    3.61      3.8     0.0     2.9     0.8    4.51    2.09     0.0    1.8    0.4    0.03    0.08
 1997 231    28    26     4.2     0.0     4.2    0.00    3.55      4.4     0.0     3.2     0.9    4.47    2.07     0.0    1.8    0.5    0.04    0.08
 1997 232    29    27     4.7     0.0     4.7    0.00    3.54      5.1     0.0     3.6     1.1    4.49    2.09     0.0    1.8    0.6    0.04    0.09
 1997 233    30    28     5.4     0.0     5.4    0.00    3.51      6.0     0.0     4.1     1.3    4.48    2.09     0.0    1.8    0.7    0.05    0.10
 1997 234    31    29     6.1     0.0     6.1    0.00    3.54      6.8     0.0     4.6     1.5    4.54    2.13     0.0    1.8    0.8    0.05    0.11
 1997 235    32    30     6.6     0.0     6.6    0.00    3.55      7.4     0.0     4.9     1.7    4.57    2.14     0.0    1.8    0.5    0.06    0.11
 1997 236    33    31     7.4     0.0     7.4    0.00    3.52      8.3     0.0     5.5     1.9    4.56    2.14     0.0    1.8    0.9    0.07    0.12
 1997 237    34    32     8.3     0.0     8.3    0.00    3.48      9.5     0.0     6.1     2.2    4.54    2.12     0.0    1.8    1.0    0.07    0.13
 1997 238    35    33     9.4     0.0     9.4    0.00    3.51     10.8     0.0     6.8     2.5    4.59    2.15     0.0    1.8    1.2    0.08    0.14
 1997 239    36    34    10.5     0.0    10.5    0.00    3.48     12.1     0.0     7.6     2.9    4.58    2.14     0.0    1.8    1.2    0.09    0.16
 1997 240    37    35    11.5     0.0    11.5    0.00    3.50     13.2     0.0     8.3     3.2    4.62    2.16     0.0    1.8    1.1    0.10    0.17
 1997 241    38    36    12.7     0.0    12.7    0.00    3.48     14.9     0.1     9.1     3.6    4.61    2.15     0.0    1.8    1.4    0.12    0.18
 1997 242    39    37    14.3     0.0    14.3    0.00    3.47     16.7     0.1    10.1     4.1    4.62    2.15     0.0    1.8    1.6    0.13    0.19
 1997 243    40    38    15.9     0.0    15.9    0.00    3.47     18.6     0.2    11.2     4.7    4.65    2.16     0.0    1.8    1.8    0.14    0.21
 1997 244    41    39    17.8     0.0    17.8    0.00    3.48     20.5     0.3    12.5     5.3    4.68    2.17     2.8    1.8    1.9    0.16    0.23
 1997 245    42    40    19.7     0.0    19.7    0.00    3.47     22.6     0.5    13.8     5.9    4.68    2.16     2.8    1.8    1.9    0.18    0.25
 1997 246    43    41    21.3     0.0    21.3    0.00    3.47     24.2     0.6    14.9     6.5    4.70    2.16     2.8    1.8    1.7    0.20    0.27
 1997 247    44    42    23.1     0.0    23.1    0.00    3.46     26.0     0.8    16.0     7.1    4.71    2.17     2.8    1.8    1.8    0.23    0.29
 1997 248    45    43    25.1     0.0    25.1    0.00    3.40     28.5     0.9    17.3     7.8    4.65    2.13     2.8    1.8    2.0    0.25    0.31
 1997 249    46    44    27.4     0.0    27.4    0.00    3.40     30.8     1.1    18.8     8.6    4.67    2.13     2.8    1.8    2.4    0.28    0.33
 1997 250    47    45    29.8     0.0    29.6    0.00    3.38     33.6     1.2    20.3     9.4    4.66    2.12     2.8    1.8    2.4    0.35    0.36
 1997 251    48    46    32.3     0.0    32.2    0.00    3.34     36.7     1.3    21.9    10.3    4.63    2.10     2.8    1.8    2.7    0.41    0.38
 1997 252    49    47    34.6     0.0    34.4    0.00    3.34     39.2     1.3    23.3    11.1    4.64    2.10     2.8    1.8    2.5    0.49    0.41
 1997 253    50    48    37.5     0.0    37.1    0.00    3.34     42.3     1.4    25.0    12.1    4.66    2.10     2.8    1.8    3.1    0.57    0.44
 1997 254    51    49    40.4     0.0    39.9    0.00    3.33     45.4     1.5    26.8    13.1    4.67    2.10     2.8    1.8    3.1    0.64    0.47
 1997 255    52    50    43.3     0.0    42.7    4.47    3.29     49.1     1.6    28.5    14.2    4.64    2.08     2.7    1.8    3.1    0.70    0.50
 1997 256    53    51    46.7     0.0    45.9    4.57    3.28     52.9     1.6    30.5    15.4    4.64    2.07     2.7    1.8    3.6    0.74    0.54
 1997 257    54    52    50.0     0.1    49.0    4.41    3.27     56.4     1.7    32.4    16.6    4.64    2.07     2.7    1.8    3.6    0.80    0.57
 1997 258    55    53    53.6     0.1    52.3    4.48    3.25     60.4     1.7    34.5    17.8    4.63    2.06     2.7    1.8    3.8    0.85    0.61
 1997 259    56    54    57.3     0.2    55.7    4.43    3.24     64.4     1.8    36.6    19.1    4.63    2.06     2.7    1.8    4.0    0.91    0.65
 1997 260    57    55    61.1     0.3    59.1    4.43    3.23     68.5     1.9    38.6    20.5    4.63    2.05     2.7    1.8    4.0    0.98    0.69
 1997 261    58    56    63.1     0.4    60.7    4.34    3.20     70.6     2.0    39.6    21.1    4.61    2.03     2.7    1.8    2.1    1.05    0.73
 1997 262    59    57    66.6     0.6    63.6    4.36    3.19     74.3     2.1    41.4    22.3    4.60    2.03     2.7    1.8    3.7    1.12    0.77
 1997 263    60    58    69.8     0.8    66.2    4.41    3.17     77.6     2.1    42.9    23.3    4.59    2.02     2.7    1.8    3.3    1.19    0.82
 1997 264    61    59    73.6     1.0    69.5    4.46    3.15     81.9     2.3    44.8    24.6    4.58    2.01     2.6    1.8    4.1    1.27    0.87
 1997 265    62    60    77.5     1.3    72.6    4.51    3.13     85.9     2.4    46.7    25.9    4.57    2.00     2.6    1.8    4.0    1.35    0.92
 1997 266    63    61    78.8     1.7    73.2    4.44    3.10     87.3     2.5    47.0    26.2    4.53    1.97     2.6    1.8    1.4    1.44    0.96
 1997 267    64    62    82.7     2.1    76.2    4.45    3.08     91.3     2.7    48.7    27.5    4.52    1.97     2.6    1.8    4.0    1.53    1.01
 1997 268    65    63    84.5     2.5    77.0    4.41    3.05     93.2     2.7    49.2    27.8    4.49    1.95     2.6    1.8    1.9    1.62    1.06
 1997 269    66    64    87.8     3.0    79.3    4.43    3.03     96.6     2.8    50.5    28.8    4.47    1.93     2.6    1.8    3.4    1.71    1.11
 1997 270    67    65    91.7     3.6    82.3    4.48    3.01    100.8     2.9    52.2    30.1    4.46    1.93     2.6    1.8    4.2    1.81    1.17
 1997 271    68    66    95.7     4.2    85.1    4.46    2.99    105.1     2.9    53.8    31.4    4.45    1.92     2.5    1.8    4.3    1.91    1.21
 1997 272    69    67    99.5     4.9    87.8    4.49    2.97    109.2     2.9    55.2    32.6    4.43    1.91     2.5    1.8    4.1    2.02    1.27
 1997 273    70    68   103.1     5.7    90.0    4.50    2.95    112.9     3.0    56.4    33.6    4.41    1.89     2.5    1.7    3.7    2.13    1.33
 1997 274    71    69   106.7     6.5    92.3    4.53    2.93    116.7     3.1    57.7    34.6    4.40    1.88     2.5    1.7    3.8    2.24    1.39
 1997 275    72    70   110.5     7.4    94.8    4.56    2.91    120.6     3.3    59.0    35.8    4.38    1.87     2.5    1.7    3.9    2.36    1.45
 1997 276    73    71   113.4     8.3    96.2    4.50    2.88    123.5     3.5    59.7    36.5    4.35    1.85     2.5    1.7    2.9    2.49    1.50
 1997 277    74    72   116.8     9.4    97.9    4.49    2.86    126.7     3.9    60.6    37.3    4.33    1.84     2.4    1.7    3.2    2.61    1.56
 1997 278    75    73   117.8    10.5    97.2    4.47    2.82    127.7     4.0    60.2    37.1    4.28    1.81     2.4    1.7    1.0    2.73    1.61
 1997 279    76    74   121.4    11.7    99.2    4.47    2.80    131.5     4.1    61.1    38.0    4.27    1.80     2.4    1.7    3.8    2.85    1.67
 1997 280    77    75   124.9    13.0   100.8    4.45    2.77    135.2     4.1    61.9    38.9    4.24    1.79     2.4    1.7    3.7    2.98    1.72
 1997 281    78    76   125.6    14.3    99.6    4.46    2.73    135.9     4.2    61.2    38.4    4.20    1.76     2.4    1.6    0.7    3.11    1.78
 1997 282    79    77   128.7    15.8   100.7    4.48    2.71    139.0     4.3    61.7    39.0    4.17    1.74     2.4    1.6    3.1    3.24    1.85
 1997 283    80    78   131.8    17.3   101.8    4.50    2.69    142.3     4.3    62.2    39.6    4.15    1.73     2.3    1.6    3.3    3.38    1.91
 1997 284    81    79   134.9    18.9   102.9    4.51    2.66    145.5     4.5    62.7    40.2    4.12    1.72     2.3    1.6    3.2    3.51    1.97
 1997 285    82    80   137.8    20.6   103.7    4.53    2.64    148.4     4.6    63.0    40.7    4.10    1.70     2.3    1.6    3.0    3.64    2.03
 1997 286    83    81   141.0    22.3   104.7    4.54    2.62    151.6     4.8    63.4    41.3    4.07    1.69     2.3    1.6    3.1    3.78    2.09
 1997 287    84    82   142.7    24.2   104.0    4.54    2.59    153.2     5.0    62.9    41.1    4.04    1.67     2.3    1.5    1.6    3.91    2.15
 1997 288    85    83   145.9    26.2   104.8    4.53    2.56    156.1     5.5    63.2    41.6    4.01    1.66     2.2    1.5    2.9    4.05    2.21
 1997 289    86    84   149.2    28.2   105.7    4.53    2.54    159.4     5.8    63.5    42.2    3.99    1.64     2.2    1.5    3.3    4.19    2.26
 1997 290    87    85   150.7    30.4   104.7    4.54    2.51    160.8     5.9    62.8    41.8    3.95    1.62     2.2    1.5    1.4    4.33    2.32
 1997 291    88    86   152.3    32.6   103.7    4.55    2.48    162.1     6.3    62.2    41.5    3.91    1.60     2.2    1.5    1.3    4.46    2.38
 1997 292    89    87   154.1    35.0   102.7    4.53    2.45    163.5     6.7    61.6    41.2    3.88    1.58     2.2    1.5    1.4    4.59    2.43
 1997 293    90    88   155.7    37.4   101.7    4.54    2.42    165.0     6.9    60.9    40.8    3.84    1.56     2.1    1.4    1.5    4.73    2.49
 1997 294    91    89   157.2    39.9   100.6    4.54    2.40    166.4     7.0    60.2    40.4    3.81    1.54     2.1    1.4    1.4    4.86    2.54
 1997 295    92    90   160.2    42.5   100.8    4.54    2.38    169.4     7.2    60.1    40.7    3.78    1.53     2.1    1.4    3.0    4.97    2.59
 1997 296    93    91   163.3    45.0   101.1    4.54    2.36    172.3     7.6    60.1    41.0    3.76    1.52     2.1    1.4    2.9    5.11    2.65
 1997 297    94    92   166.2    47.6   101.2    4.55    2.34    175.0     7.9    59.9    41.3    3.74    1.51     2.0    1.4    2.8    5.24    2.70
 1997 298    95    93   169.1    50.2   101.2    4.55    2.32    177.8     8.1    59.8    41.4    3.71    1.50     2.0    1.4    2.7    5.36    2.75
 1997 299    96    94   172.2    52.9   101.5    4.55    2.30    180.8     8.3    59.7    41.8    3.69    1.50     2.0    1.4    3.0    5.48    2.80
 1997 300    97    95   174.9    55.6   101.3    4.55    2.28    183.3     8.6    59.5    41.8    3.67    1.49     2.0    1.3    2.6    5.60    2.85
 1997 301    98    96   177.9    58.4   101.3    4.55    2.26    186.2     8.8    59.3    42.0    3.64    1.48     2.0    1.3    2.9    5.73    2.90
 1997 302    99    97   180.8    61.3   101.2    4.56    2.25    189.1     9.0    59.0    42.2    3.62    1.47     1.9    1.3    2.9    5.85    2.95
 1997 303   100    98   183.6    64.1   101.1    4.56    2.23    191.8     9.2    58.8    42.3    3.60    1.46     1.9    1.3    2.7    5.97    3.00
 1997 304   101    99   185.7    67.0   100.2    4.56    2.20    193.9     9.3    58.2    42.0    3.57    1.44     1.9    1.3    2.1    6.09    3.05
 1997 305   102   100   188.5    69.9   100.1    4.56    2.19    196.7     9.5    57.9    42.1    3.54    1.43     1.9    1.3    2.8    6.21    3.10
 1997 306   103   101   190.5    72.7    99.2    4.56    2.16    198.6     9.6    57.4    41.8    3.51    1.42     1.8    1.3    1.9    6.32    3.14
 1997 307   104   102   193.4    75.6    99.1    4.56    2.15    201.4     9.8    57.1    42.0    3.49    1.41     1.8    1.3    2.8    6.46    3.19
 1997 308   105   103   196.2    78.5    99.0    4.57    2.13    204.3     9.9    56.9    42.1    3.47    1.40     1.8    1.2    2.8    6.57    3.25
 1997 309   106   104   198.5    81.3    98.4    4.57    2.11    206.8     9.9    56.4    42.0    3.45    1.39     1.8    1.3    2.6    6.68    3.31
 1997 310   107   105   198.5    82.7    97.3    4.57    2.10    206.8     9.9    55.8    41.5    3.43    1.38     1.8    1.3    0.0    6.75    3.56
 1997 311   108   106   198.5    83.8    96.5    4.58    2.09    206.8     9.9    55.4    41.1    3.42    1.38     1.7    1.3    0.0    6.80    3.80
 1997 312   109   107   198.5    84.6    95.9    4.58    2.09    206.8     9.9    55.0    40.8    3.41    1.37     1.7    1.2    0.0    6.84    4.03
 1997 313   110   108   198.5    85.1    95.5    4.58    2.09    206.8     9.9    54.8    40.6    3.41    1.37     1.7    1.2    0.0    6.87    4.26
 1997 314   111   109   197.7    85.3    94.5    4.58    2.09    206.8     9.9    54.0    40.5    3.41    1.37     1.7    1.2    0.0    7.68    4.48
 1997 315   112   110   196.8    85.5    93.5    4.58    2.08    206.8     9.9    53.1    40.4    3.41    1.38     1.7    1.2    0.0    8.52    4.69
 1997 316   113   111   196.0    85.5    92.7    4.58    2.08    206.8     9.9    52.4    40.3    3.42    1.38     1.7    1.2    0.0    9.36    4.90
 1997 317   114   112   195.1    85.5    91.8    4.58    2.08    206.8     9.9    51.6    40.2    3.43    1.39     1.7    1.2    0.0   10.25    5.10
 1997 318   115   113   194.2    85.5    90.9    4.58    2.08    206.8     9.9    50.7    40.2    3.43    1.39     1.7    1.2    0.0   11.18    5.29
 1997 319   116   114   193.2    85.5    89.9    4.58    2.08    206.8     9.9    49.9    40.1    3.44    1.40     1.7    1.2    0.0   12.10    5.48
 1997 320   117   115   192.3    85.5    89.0    4.58    2.08    206.8     9.9    49.0    40.0    3.44    1.40     1.7    1.2    0.0   13.03    5.66
 1997 321   118   116   191.4    85.5    88.1    4.58    2.08    206.8     9.9    48.2    39.9    3.45    1.40     1.7    1.2    0.0   13.95    5.83
 1997 322   119   117   190.5    85.5    87.2    4.58    2.08    206.8     9.9    47.3    39.9    3.46    1.41     1.7    1.2    0.0   14.87    6.00
 1997 323   120   118   189.6    85.5    86.3    4.58    2.07    206.8     9.9    46.5    39.8    3.46    1.41     1.7    1.2    0.0   15.78    6.17
 1997 324   121   119   188.7    85.5    85.4    4.58    2.07    206.8     9.9    45.6    39.7    3.47    1.42     1.7    1.2    0.0   16.67    6.33
