*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:34
                                                                                
*RUN   1        : 97 DATE1 CHINESE          CRGRO045 GHNY9701    1              
 MODEL          : CRGRO045 - Peanut                                             
 EXPERIMENT     : GHNY9701 PN 1997 VARIETY X PLANTING DATE EXPERIMENT           
 DATA PATH      :                                                               
 TREATMENT  1   : 97 DATE1 CHINESE          CRGRO045                            
  
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                    0-5    5-15   15-30   30-45   45-60   60-90
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    SNW0C   SNW1C
 1997 284    81    79   22.6      5  2.243    944   1452    880    271   2397   3981    588   149.7  0.221   1585    447  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.70  55.55   0.40      0   1585  237.5   0.45   0.50   74.4   0.90    0.61    0.61    0.43    0.21    0.15    0.03      120      93
 1997 285    82    80   22.7      5  2.240    945   1465    943    270   2410   4061    612   154.1  0.232   1650    461  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.66  57.15   0.41      0   1650  237.0   0.45   0.50   74.4   0.90    0.61    0.61    0.43    0.21    0.15    0.03      123      96
 1997 286    83    81   22.9      5  2.239    947   1480   1009    269   2428   4144    633   159.4  0.243   1716    458  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.62  58.78   0.41      0   1716  236.3   0.46   0.50   74.4   0.90    0.61    0.61    0.43    0.21    0.15    0.03      126      99
 1997 287    84    82   23.0      5  2.225    945   1491   1067    266   2437   4208    647   165.0  0.254   1771    464  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.56  60.24   0.42      0   1771  235.4   0.46   0.50   74.4   0.90    0.61    0.61    0.42    0.21    0.14    0.03      130     101
 1997 288    85    83   23.1      5  2.210    945   1510   1138    264   2455   4299    656   173.6  0.265   1843    466  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.48  61.76   0.43      0   1843  233.9   0.46   0.50   74.4   0.90    0.60    0.60    0.42    0.20    0.14    0.03      133     104
 1997 289    86    84   23.2      5  2.206    946   1524   1205    263   2470   4382    656   183.9  0.275   1912    462  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.44  63.03   0.44      0   1912  233.2   0.46   0.50   74.4   0.90    0.60    0.60    0.42    0.20    0.14    0.03      135     106
 1997 290    87    85   23.3      5  2.192    943   1533   1261    260   2477   4442    656   192.3  0.284   1965    472  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.38  64.14   0.44      0   1965  232.4   0.47   0.50   74.4   0.90    0.59    0.59    0.41    0.20    0.14    0.03      138     108
 1997 291    88    86   23.4      5  2.182    942   1543   1313    258   2484   4500    656   200.3  0.292   2016    467  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.33  65.15   0.45      0   2016  231.7   0.47   0.50   74.4   0.90    0.59    0.59    0.41    0.20    0.14    0.03      140     111
 1997 292    89    87   23.5      5  2.169    941   1557   1368    255   2497   4566    656   208.7  0.300   2069    453  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.26  66.15   0.45      0   2069  230.6   0.47   0.50   74.4   0.90    0.58    0.58    0.41    0.20    0.14    0.03      143     113
 1997 293    90    88   23.5      5  2.157    938   1565   1422    252   2503   4623    656   216.9  0.308   2120    462  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.21  67.07   0.46      0   2120  229.9   0.47   0.50   74.4   0.90    0.58    0.58    0.40    0.20    0.14    0.03      145     116
 1997 294    91    89   23.6      5  2.147    936   1571   1473    250   2507   4676    656   224.6  0.315   2169    459  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.16  67.89   0.46      0   2169  229.4   0.47   0.50   74.4   0.90    0.57    0.57    0.40    0.19    0.14    0.03      147     118
 1997 295    92    90   23.6      5  2.143    936   1580   1530    249   2516   4744    661   231.5  0.323   2228    451  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.13  68.69   0.47      0   2228  229.1   0.47   0.50   74.4   0.90    0.57    0.57    0.40    0.19    0.14    0.03      151     120
 1997 296    93    91   23.7      5  2.140    936   1591   1588    248   2527   4814    671   236.5  0.330   2287    446  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.10  69.43   0.48      0   2287  228.6   0.47   0.50   74.4   0.90    0.57    0.57    0.40    0.19    0.14    0.03      154     123
 1997 297    94    92   23.8      5  2.138    936   1600   1643    247   2536   4880    683   240.5  0.337   2343    443  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.08  70.10   0.48      0   2343  228.3   0.47   0.50   74.4   0.90    0.57    0.57    0.40    0.19    0.14    0.03      158     125
 1997 298    95    93   23.8      5  2.131    936   1610   1698    245   2547   4947    695   244.5  0.343   2401    440  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.04  70.73   0.49      0   2401  227.6   0.48   0.50   74.4   0.90    0.56    0.57    0.39    0.19    0.13    0.03      161     127
 1997 299    96    94   23.9      5  2.129    937   1621   1750    244   2558   5015    695   251.9  0.349   2457    440  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.02  71.20   0.49      0   2457  227.3   0.48   0.50   74.4   0.90    0.56    0.56    0.39    0.19    0.13    0.03      162     130
 1997 300    97    95   24.0      5  2.126    937   1629   1801    243   2566   5078    704   256.0  0.355   2512    441  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.00  71.72   0.49      0   2512  227.0   0.48   0.50   74.4   0.90    0.56    0.56    0.39    0.19    0.13    0.03      165     132
 1997 301    98    96   24.1      5  2.124    937   1639   1851    242   2577   5142    713   259.7  0.360   2565    443  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.98  72.15   0.50      0   2565  226.6   0.48   0.50   74.4   0.90    0.56    0.56    0.39    0.19    0.13    0.03      168     134
 1997 302    99    97   24.2      5  2.122    939   1651   1898    241   2590   5207    713   266.3  0.365   2617    447  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.96  72.54   0.50      0   2617  226.1   0.48   0.50   74.4   0.90    0.56    0.56    0.39    0.19    0.13    0.03      170     136
 1997 303   100    98   24.3      5  2.121    940   1665   1944    241   2606   5272    713   272.7  0.369   2666    451  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.95  72.91   0.51      0   2666  225.5   0.48   0.50   74.4   0.90    0.56    0.56    0.39    0.19    0.13    0.03      171     139
 1997 304   101    99   24.4      5  2.119    940   1673   1987    240   2614   5326    713   278.7  0.373   2713    451  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.94  73.23   0.51      0   2713  225.3   0.48   0.50   74.4   0.90    0.55    0.55    0.39    0.19    0.13    0.03      173     141
 1997 305   102   100   24.4      8  2.111    951   1728   2021    237   2678   5424    713   283.5  0.373   2746    451  0.000  0.000  0.579  0.000  0.000  0.000  0.000    2.87  73.60   0.51      0   2746  222.1   0.48   0.50   74.4   0.90    0.55    0.55    0.38    0.19    0.13    0.03      174     143

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:35
                                                                                
*RUN   6        : 97 DATE3 F-MIX            CRGRO045 GHNY9701    6              
 MODEL          : CRGRO045 - Peanut                                             
 EXPERIMENT     : GHNY9701 PN 1997 VARIETY X PLANTING DATE EXPERIMENT           
 DATA PATH      :                                                               
 TREATMENT  6   : 97 DATE3 F-MIX            CRGRO045                            
  
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                    0-5    5-15   15-30   30-45   45-60   60-90
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    SNW0C   SNW1C
 1997 205     2     0    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 206     3     1    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 207     4     2    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 208     5     3    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 209     6     4    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 210     7     5    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 211     8     6    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 212     9     7    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 213    10     8    0.3      0  0.016     11      2      0     11     13     13      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    5.36   0.00   0.00      0      0  142.9   0.02   0.03    1.4   0.27    0.04    0.04    0.02    0.00    0.00    0.00        0       0
 1997 214    11     9    0.6      0  0.020     12      3      0     13     15     15      0     0.0  0.000      0      0  0.000  0.000  0.102  0.000  0.000  0.000  0.000    5.31   0.00   0.00      0      0  162.4   0.02   0.04    1.5   0.29    0.04    0.04    0.02    0.00    0.00    0.00        0       0
 1997 215    12    10    0.8      0  0.024     14      3      0     14     17     17      0     0.0  0.000      0      0  0.000  0.000  0.085  0.000  0.000  0.000  0.000    5.29   0.00   0.00      0      0  178.4   0.03   0.04    1.6   0.32    0.04    0.04    0.03    0.00    0.00    0.00        0       0
 1997 216    13    11    1.4      0  0.031     15      3      0     14     19     19      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    5.26   0.00   0.00      0      0  203.6   0.03   0.05    1.6   0.35    0.04    0.04    0.03    0.00    0.00    0.00        0       1
 1997 217    14    12    2.0      0  0.039     17      4      0     15     21     21      0     0.0  0.000      0      0  0.000  0.000  0.031  0.000  0.000  0.000  0.000    5.17   0.00   0.00      0      0  222.6   0.04   0.06    2.0   0.37    0.05    0.05    0.03    0.00    0.00    0.00        0       1
 1997 218    15    13    2.4      0  0.046     19      4      0     15     23     23      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    5.16   0.00   0.00      0      0  238.8   0.04   0.07    2.0   0.40    0.05    0.05    0.03    0.00    0.00    0.00        0       1
 1997 219    16    14    2.9      0  0.054     21      5      0     17     26     26      0     0.0  0.000      0      0  0.000  0.000  0.020  0.000  0.000  0.000  0.000    5.03   0.00   0.00      0      0  251.1   0.05   0.08    2.4   0.42    0.05    0.05    0.03    0.00    0.00    0.00        0       1
 1997 220    17    15    3.3      0  0.060     24      6      0     19     30     30      0     0.0  0.000      0      0  0.000  0.000  0.130  0.000  0.000  0.000  0.000    4.88   0.00   0.00      0      0  252.5   0.06   0.10    2.9   0.45    0.06    0.06    0.04    0.00    0.00    0.00        0       1
 1997 221    18    16    3.8      0  0.068     26      7      0     21     33     33      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.79   0.00   0.00      0      0  262.8   0.06   0.11    3.5   0.48    0.06    0.06    0.04    0.01    0.00    0.00        0       1
 1997 222    19    17    4.2      0  0.077     29     10      0     24     38     38      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.70   0.00   0.00      0      0  267.8   0.07   0.12    4.2   0.51    0.07    0.07    0.04    0.01    0.00    0.00        0       1
 1997 223    20    18    4.5      0  0.084     31     12      0     27     43     43      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.65   0.00   0.00      0      0  271.3   0.07   0.13    5.0   0.53    0.07    0.07    0.05    0.01    0.00    0.00        1       2
 1997 224    21    19    4.9      0  0.090     33     16      0     30     48     48      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.67   0.00   0.00      0      0  275.0   0.08   0.14    5.3   0.56    0.08    0.08    0.05    0.01    0.00    0.00        1       2
 1997 225    22    20    5.2      0  0.104     37     18      0     32     55     55      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.60   0.00   0.00      0      0  282.3   0.08   0.15    6.4   0.59    0.09    0.09    0.06    0.02    0.00    0.00        1       2
 1997 226    23    21    5.5      0  0.120     41     21      0     34     62     62      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.58   0.00   0.00      0      0  289.2   0.08   0.16    7.6   0.62    0.09    0.09    0.06    0.02    0.01    0.00        1       3
 1997 227    24    22    5.8      0  0.134     45     24      0     35     69     69      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.62   0.00   0.00      0      0  298.1   0.09   0.17    7.7   0.64    0.09    0.09    0.06    0.02    0.01    0.00        1       3
 1997 228    25    23    6.2      0  0.153     51     28      0     38     79     79      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.54   0.00   0.00      0      0  300.6   0.09   0.18    9.2   0.67    0.10    0.10    0.07    0.02    0.01    0.00        1       3
 1997 229    26    24    6.5      0  0.174     57     32      0     40     89     89      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.58   0.00   0.00      0      0  307.3   0.10   0.19    9.7   0.70    0.10    0.10    0.07    0.02    0.01    0.00        1       4
 1997 230    27    25    6.8      0  0.198     64     38      0     42    102    102      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.51   0.00   0.00      0      0  310.5   0.10   0.20   11.7   0.73    0.11    0.11    0.07    0.02    0.01    0.00        1       4
 1997 231    28    26    7.1      0  0.223     72     45      0     45    117    117      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.47   0.00   0.00      0      0  309.6   0.10   0.21   14.0   0.75    0.11    0.11    0.08    0.03    0.01    0.00        1       4
 1997 232    29    27    7.4      0  0.252     81     53      0     47    134    134      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.49   0.00   0.00      0      0  310.2   0.11   0.22   15.8   0.78    0.12    0.12    0.08    0.03    0.01    0.00        2       5
 1997 233    30    28    7.7      1  0.278     91     62      0     52    153    153      0     0.0  0.000      0      0  0.000  0.126  0.000  0.000  0.000  0.000  0.000    4.48   0.00   0.00      0      0  306.0   0.11   0.23   19.0   0.81    0.13    0.13    0.09    0.03    0.02    0.00        2       5
 1997 234    31    29    8.0      1  0.315    101     72      0     55    173    173      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.54   0.00   0.00      0      0  310.9   0.11   0.24   19.2   0.84    0.13    0.13    0.09    0.03    0.02    0.00        2       6
 1997 235    32    30    8.3      1  0.345    108     78      0     56    186    186      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.57   0.00   0.00      0      0  318.9   0.12   0.26   19.4   0.87    0.14    0.14    0.09    0.03    0.02    0.00        2       6
 1997 236    33    31    8.6      1  0.385    120     90      0     59    211    211      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.56   0.00   0.00      0      0  320.1   0.12   0.27   21.9   0.90    0.14    0.14    0.10    0.04    0.02    0.00        3       7
 1997 237    34    32    8.9      1  0.426    134    104      0     65    238    238      0     0.0  0.000      0      0  0.000  0.072  0.000  0.000  0.000  0.000  0.000    4.54   0.00   0.00      0      0  316.9   0.13   0.28   26.3   0.90    0.16    0.16    0.11    0.04    0.02    0.00        3       7
 1997 238    35    33    9.3      1  0.475    149    118      0     69    268    268      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.59   0.00   0.00      0      0  318.4   0.13   0.29   26.9   0.90    0.16    0.16    0.11    0.04    0.03    0.00        3       8
 1997 239    36    34    9.6      1  0.527    166    135      0     73    301    301      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.58   0.00   0.00      0      0  317.7   0.14   0.31   30.3   0.90    0.17    0.17    0.12    0.05    0.03    0.00        4       8
 1997 240    37    35    9.9      1  0.573    179    150      0     77    329    329      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.62   0.00   0.00      0      0  319.3   0.14   0.32   30.7   0.90    0.18    0.18    0.12    0.05    0.03    0.00        4       9
 1997 241    38    36   10.1      1  0.615    198    169      0     87    366    366      0     0.0  0.000      0      0  0.000  0.138  0.000  0.000  0.000  0.000  0.000    4.61   0.00   0.00      0      0  311.2   0.15   0.33   36.4   0.90    0.20    0.20    0.14    0.06    0.04    0.01        5      10
 1997 242    39    37   10.5      1  0.677    219    192      0     92    411    411      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.62   0.00   0.00      0      0  308.6   0.15   0.34   39.7   0.90    0.21    0.21    0.15    0.06    0.04    0.01        5      11
 1997 243    40    38   10.8      2  0.732    242    216      0    102    458    458      0     0.0  0.000      0      0  0.000  0.085  0.000  0.000  0.000  0.000  0.000    4.65   0.00   0.00      0      0  302.8   0.15   0.36   42.1   0.90    0.23    0.23    0.16    0.07    0.04    0.01        6      11
 1997 244    41    39   11.1      2  0.805    267    243      0    108    510    510      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.68   0.00   0.00      0      0  301.6   0.16   0.37   42.6   0.90    0.25    0.25    0.17    0.07    0.05    0.01        6      12
 1997 245    42    40   11.4      2  0.882    294    273      0    115    567    567      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.68   0.00   0.00      0      0  300.4   0.16   0.39   45.2   0.90    0.26    0.26    0.18    0.08    0.05    0.01        7      13
 1997 246    43    41   11.7      2  0.953    316    299      0    121    615    615      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.70   0.00   0.00      0      0  301.6   0.17   0.40   45.2   0.90    0.27    0.27    0.19    0.08    0.05    0.01        8      15
 1997 247    44    42   12.0      3  1.031    340    327      0    127    668    668      0     0.0  0.000      1      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.71   0.00   0.00      0      1  302.9   0.17   0.42   45.2   0.90    0.29    0.29    0.20    0.09    0.06    0.01        9      16
 1997 248    45    43   12.4      3  1.118    373    366      0    135    738    739      0     0.0  0.000      1      1  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.65   0.00   0.00      0      1  299.9   0.18   0.43   54.2   0.90    0.30    0.31    0.21    0.09    0.06    0.01       10      17
 1997 249    46    44   12.7      3  1.202    403    402      0    143    804    806      0     0.0  0.000      2      4  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.67   0.00   0.00      0      2  298.7   0.19   0.44   54.2   0.90    0.32    0.32    0.22    0.10    0.07    0.01       11      18
 1997 250    47    45   13.0      3  1.287    435    443      0    152    878    882      0     0.0  0.000      4      6  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.66   0.00   0.00      0      4  295.7   0.19   0.46   60.4   0.90    0.34    0.34    0.24    0.11    0.07    0.01       14      19
 1997 251    48    46   13.3      3  1.378    472    491      0    162    963    969      0     0.0  0.000      6      9  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.63   0.00   0.01      0      6  291.7   0.20   0.47   69.6   0.90    0.36    0.36    0.25    0.11    0.08    0.01       16      21
 1997 252    49    47   13.6      3  1.465    501    530      0    169   1031   1040      0     0.0  0.000      9     12  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.64   0.00   0.01      0      9  292.2   0.20   0.49   69.6   0.90    0.38    0.38    0.26    0.12    0.08    0.01       19      22
 1997 253    50    48   13.9      3  1.557    537    577      0    178   1113   1126      0     0.0  0.000     12     16  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.66   0.00   0.01      0     12  290.1   0.21   0.50   69.6   0.90    0.40    0.40    0.28    0.13    0.09    0.02       22      24
 1997 254    51    49   14.2      5  1.650    573    626      0    188   1198   1215      2     0.0  0.000     17     20  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.67   0.00   0.01      0     17  288.0   0.21   0.50   69.6   0.90    0.42    0.42    0.29    0.13    0.09    0.02       25      26
 1997 255    52    50   14.6      5  1.748    615    683      0    198   1297   1320      2    11.7  0.000     22     24  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.64   1.17   0.02      0     22  284.4   0.22   0.50   79.7   0.90    0.44    0.44    0.31    0.14    0.10    0.02       27      27
 1997 256    53    51   14.9      5  1.855    658    743      1    209   1401   1430      6     7.9  0.000     28     29  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.64   1.79   0.02      0     28  281.7   0.22   0.50   84.5   0.90    0.46    0.46    0.32    0.15    0.10    0.02       29      29
 1997 257    54    52   15.2      5  1.950    699    800      1    220   1499   1536     10    12.8  0.001     37     35  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.64   3.52   0.02      0     37  278.9   0.23   0.50   84.5   0.90    0.48    0.49    0.34    0.16    0.11    0.02       31      31
 1997 258    55    53   15.5      5  2.054    744    864      2    231   1608   1654     14    17.2  0.001     46     41  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.63   5.31   0.03      0     46  276.1   0.23   0.50   88.3   0.90    0.51    0.51    0.35    0.17    0.11    0.02       33      33
 1997 259    56    54   15.8      5  2.150    789    929      4    242   1718   1775     20    20.6  0.002     57     48  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.63   7.18   0.03      0     57  272.6   0.23   0.50   89.1   0.90    0.53    0.53    0.37    0.18    0.12    0.02       36      35
 1997 260    57    55   16.1      5  2.249    834    997      6    253   1832   1902     26    24.6  0.003     70     54  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.63   9.15   0.04      0     70  269.5   0.24   0.50   90.4   0.90    0.56    0.56    0.39    0.18    0.13    0.02       38      37
 1997 261    58    56   16.4      5  2.311    859   1036     10    259   1895   1981     33    29.7  0.005     86     61  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.61  11.20   0.04      0     86  269.1   0.24   0.50   90.4   0.90    0.57    0.57    0.40    0.19    0.13    0.02       41      40
 1997 262    59    57   16.7      5  2.402    899   1098     14    268   1997   2101     39    34.6  0.006    104     68  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.60  13.06   0.05      0    104  267.3   0.25   0.50   90.4   0.90    0.59    0.59    0.41    0.20    0.14    0.03       44      42
 1997 263    60    58   17.0      5  2.490    935   1156     18    277   2090   2213     47    38.3  0.008    122     75  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.59  14.74   0.06      0    122  266.4   0.25   0.50   90.4   0.90    0.61    0.61    0.42    0.20    0.14    0.03       47      45
 1997 264    61    59   17.4      5  2.585    980   1228     23    288   2208   2350     56    41.8  0.010    142     84  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.58  16.34   0.06      0    142  263.9   0.26   0.50   93.9   0.90    0.63    0.63    0.44    0.21    0.15    0.03       50      47
 1997 265    62    60   17.7      5  2.679   1022   1297     29    297   2319   2483     66    44.6  0.012    164     93  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.57  17.89   0.07      0    164  262.2   0.26   0.50   93.9   0.90    0.65    0.65    0.46    0.22    0.15    0.03       53      50
 1997 266    63    61   18.0      5  2.717   1037   1327     37    300   2363   2554     77    48.8  0.015    191    100  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.53  19.64   0.07      0    191  262.1   0.27   0.50   93.9   0.90    0.66    0.66    0.46    0.22    0.15    0.03       56      52
 1997 267    64    62   18.3      5  2.799   1077   1396     46    310   2473   2690     88    52.8  0.017    218    109  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.52  21.27   0.08      0    218  259.8   0.27   0.50   93.9   0.90    0.68    0.68    0.48    0.23    0.16    0.03       60      55
 1997 268    65    63   18.6      5  2.841   1095   1431     57    313   2526   2774     99    57.9  0.021    249    118  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.49  22.92   0.09      0    249  259.5   0.28   0.50   93.9   0.90    0.69    0.69    0.48    0.23    0.16    0.03       63      58
 1997 269    66    64   18.9      5  2.909   1128   1491     68    321   2619   2898    109    62.3  0.023    279    128  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.47  24.38   0.10      0    279  257.9   0.28   0.50   93.9   0.90    0.71    0.71    0.49    0.24    0.17    0.03       67      61
 1997 270    67    65   19.2      5  2.988   1169   1564     80    330   2733   3043    122    65.5  0.026    310    138  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.46  25.70   0.10      0    310  255.7   0.28   0.50   94.7   0.90    0.73    0.73    0.51    0.25    0.17    0.03       71      64
 1997 271    68    66   19.4      5  3.051   1208   1637     94    339   2845   3191    136    69.0  0.029    346    144  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.45  27.15   0.11      0    346  252.5   0.29   0.50   94.7   0.90    0.75    0.75    0.52    0.25    0.18    0.03       75      67
 1997 272    69    67   19.7      5  3.122   1245   1707    109    348   2953   3334    151    72.0  0.033    381    154  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.43  28.51   0.11      0    381  250.7   0.29   0.50   94.7   0.90    0.77    0.77    0.53    0.26    0.18    0.03       79      70
 1997 273    70    68   20.0      5  3.185   1279   1773    126    355   3052   3471    161    77.8  0.036    420    162  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.41  29.93   0.12      0    420  249.1   0.29   0.50   94.7   0.90    0.78    0.78    0.55    0.26    0.18    0.04       83      73
 1997 274    71    69   20.3      5  3.250   1312   1841    143    362   3153   3611    176    81.3  0.040    458    171  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.40  31.24   0.13      0    458  247.6   0.30   0.50   94.7   0.90    0.80    0.80    0.56    0.27    0.19    0.04       88      77
